src_domain,model_1,model_2,model_3,id,instructpix2pix_src_clip,instructpix2pix_tgt_clip,instructpix2pix_src_tgt_dino,blip-gpt-plugnplay_src_clip,blip-gpt-plugnplay_tgt_clip,blip-gpt-plugnplay_src_tgt_dino,retrieval_src_clip,retrieval_tgt_clip,retrieval_src_tgt_dino
turkey_Utensil-Tool_Samovar,instruct,retrieval,plugnplay,121,0.12825337052345276,0.1195298433303833,0.9986964464187622,0.12825337052345276,0.12415452301502228,0.9451603889465332,0.12825337052345276,0.16654999554157257,0.6908931136131287
united-states_sport_soccer,instruct,retrieval,plugnplay,122,0.13066644966602325,0.16233688592910767,0.9898712038993835,0.13066644966602325,0.14859390258789062,0.9559966325759888,0.13066644966602325,0.19242122769355774,0.8655803799629211
portugal_education_cartilha-maternal,plugnplay,instruct,retrieval,123,0.14443658292293549,0.14854660630226135,0.9981003999710083,0.14443658292293549,0.1453261524438858,0.8916138410568237,0.14443658292293549,0.1742834597826004,0.7583532929420471
india_sport_badminton,instruct,plugnplay,retrieval,124,0.09849660098552704,0.10051236301660538,0.9937085509300232,0.09849660098552704,0.1549539566040039,0.8870021104812622,0.09849660098552704,0.1785782128572464,0.7535965442657471
brazil_agriculture_algodão,instruct,plugnplay,retrieval,125,0.15715906023979187,0.14460991322994232,0.9640533924102783,0.15715906023979187,0.15293753147125244,0.9594359397888184,0.15715906023979187,0.1493908315896988,0.8560999631881714
japan_sport_karate,plugnplay,instruct,retrieval,126,0.11240147054195404,0.2467777281999588,0.8718768954277039,0.11240147054195404,0.17220985889434814,0.9669907093048096,0.11240147054195404,0.1444343775510788,0.884097695350647
nigeria_vegetable_nigerian-waterleaf,instruct,plugnplay,retrieval,127,0.1605740189552307,0.20086899399757385,0.8088322281837463,0.1605740189552307,0.1409369558095932,0.9243243336677551,0.1605740189552307,0.12045060843229294,0.8175475597381592
united-states_visual arts_painting,plugnplay,retrieval,instruct,128,0.1703738421201706,0.17604964971542358,0.998477578163147,0.1703738421201706,0.20120903849601746,0.9471994638442993,0.1703738421201706,0.18862079083919525,0.8606879711151123
brazil_bird_papagaio,plugnplay,retrieval,instruct,129,0.16889633238315582,0.2014627605676651,0.9747728109359741,0.16889633238315582,0.20327052474021912,0.9443855285644531,0.16889633238315582,0.1265927106142044,0.7299004793167114
japan_beverages_nihonshu-(sake),plugnplay,retrieval,instruct,130,0.060381412506103516,0.06539563089609146,0.999011218547821,0.060381412506103516,0.08945228904485703,0.9787393808364868,0.060381412506103516,0.195834219455719,0.8997713327407837
brazil_fruit_pitanga,instruct,plugnplay,retrieval,131,0.14560380578041077,0.1436348855495453,0.9992256164550781,0.14560380578041077,0.15787462890148163,0.9760318994522095,0.14560380578041077,0.13516788184642792,0.6771587133407593
portugal_sport_canoeing,plugnplay,retrieval,instruct,132,0.13337767124176025,0.14110571146011353,0.9823596477508545,0.13337767124176025,0.14169135689735413,0.9602453708648682,0.13337767124176025,0.168931782245636,0.8480280637741089
nigeria_bird_pigeon,retrieval,plugnplay,instruct,133,0.14978575706481934,0.14407531917095184,0.9960489869117737,0.14978575706481934,0.18386176228523254,0.8423283100128174,0.14978575706481934,0.15728065371513367,0.7532550096511841
brazil_bird_tucano,instruct,retrieval,plugnplay,134,0.19543740153312683,0.22739161550998688,0.8034606575965881,0.19543740153312683,0.18896301090717316,0.8892039060592651,0.19543740153312683,0.16654999554157257,0.6571841239929199
turkey_Education_Quran Course,plugnplay,retrieval,instruct,135,0.08622780442237854,0.06848876178264618,0.9974744915962219,0.08622780442237854,0.11817076802253723,0.9604862928390503,0.08622780442237854,0.14051033556461334,0.8982936143875122
united-states_agriculture_corn,instruct,retrieval,plugnplay,136,0.07245593518018723,0.14567850530147552,0.9426257610321045,0.07245593518018723,0.15099860727787018,0.9682347774505615,0.07245593518018723,0.1362554430961609,0.7349315881729126
india_visual arts_taj-mahal,plugnplay,retrieval,instruct,137,0.11600591242313385,0.18562957644462585,0.7616207599639893,0.11600591242313385,0.11861220002174377,0.9883245825767517,0.11600591242313385,0.17835605144500732,0.872300386428833
turkey_Mammal_Anatolian Leopard,retrieval,instruct,plugnplay,138,0.1352195143699646,0.1726771593093872,0.9464395046234131,0.1352195143699646,0.15937916934490204,0.9548203945159912,0.1352195143699646,0.17819112539291382,0.7625884413719177
united-states_flower_bluebonnet,instruct,retrieval,plugnplay,139,0.13013750314712524,0.11572764068841934,0.9270234107971191,0.13013750314712524,0.14925988018512726,0.9298204183578491,0.13013750314712524,0.1869584172964096,0.8049061298370361
brazil_visual arts_romero-britto,retrieval,instruct,plugnplay,140,0.13146701455116272,0.16579896211624146,0.9961817264556885,0.13146701455116272,0.15137016773223877,0.9760556817054749,0.13146701455116272,0.1832718551158905,0.8478683829307556
brazil_education_instituto-tecnológico-de-aeronáutica,plugnplay,retrieval,instruct,141,0.16027040779590607,0.16725748777389526,0.9960008859634399,0.16027040779590607,0.13270363211631775,0.9558234214782715,0.16027040779590607,0.137714684009552,0.8968358635902405
turkey_Visual Arts_Tile Art,instruct,retrieval,plugnplay,142,0.10615096241235733,0.1010277271270752,0.9974105954170227,0.10615096241235733,0.14656256139278412,0.873888373374939,0.10615096241235733,0.16654999554157257,0.6920568943023682
nigeria_mammal_cattle,instruct,retrieval,plugnplay,143,0.13765698671340942,0.18263554573059082,0.9168081283569336,0.13765698671340942,0.16522586345672607,0.9551734328269958,0.13765698671340942,0.1713765412569046,0.851272702217102
united-states_mammal_american-beaver,plugnplay,instruct,retrieval,144,0.16522316634655,0.15666863322257996,0.9933937788009644,0.16522316634655,0.24082249402999878,0.8633159399032593,0.16522316634655,0.2024896740913391,0.802229642868042
brazil_visual arts_anita-malfatti,retrieval,instruct,plugnplay,145,0.1754734069108963,0.18520787358283997,0.9983645677566528,0.1754734069108963,0.2021433264017105,0.9425493478775024,0.1754734069108963,0.22855165600776672,0.6204847097396851
turkey_Food_Mantı,instruct,retrieval,plugnplay,146,0.1178535595536232,0.11396919935941696,0.9977421760559082,0.1178535595536232,0.13142478466033936,0.9636949300765991,0.1178535595536232,0.13308347761631012,0.7985504865646362
turkey_Music_Barış Manço,retrieval,plugnplay,instruct,147,0.15017838776111603,0.16283771395683289,0.9831782579421997,0.15017838776111603,0.19480708241462708,0.8990480899810791,0.15017838776111603,0.18909668922424316,0.8910916447639465
portugal_beverages_beer-(super-bock),instruct,retrieval,plugnplay,148,0.1441797912120819,0.14628297090530396,0.9967419505119324,0.1441797912120819,0.14380870759487152,0.9165657162666321,0.1441797912120819,0.14055658876895905,0.8672389984130859
japan_visual arts_byōbu-(folding-screen),retrieval,instruct,plugnplay,149,0.15937909483909607,0.16552914679050446,0.9767577648162842,0.15937909483909607,0.1668556183576584,0.9419971704483032,0.15937909483909607,0.1656760573387146,0.8384684920310974
brazil_bird_joão-de-barro,retrieval,plugnplay,instruct,150,0.14820514619350433,0.16177231073379517,0.8523352146148682,0.14820514619350433,0.1564103364944458,0.9095582962036133,0.14820514619350433,0.13877402245998383,0.8027873039245605
nigeria_food_tuwo-shinkafa-and-mia-kuka,instruct,retrieval,plugnplay,151,0.13145381212234497,0.12920142710208893,0.9758389592170715,0.13145381212234497,0.13489919900894165,0.96952223777771,0.13145381212234497,0.1759858876466751,0.881885290145874
portugal_utensil_black-pottery-of-bisalhães,instruct,retrieval,plugnplay,152,0.14711569249629974,0.15829366445541382,0.8347111940383911,0.14711569249629974,0.14222028851509094,0.9192281365394592,0.14711569249629974,0.15576031804084778,0.8287062644958496
japan_education_sotsugyōshiki-(graduation-ceremony),plugnplay,retrieval,instruct,153,0.07175003737211227,0.0891641154885292,0.9976292252540588,0.07175003737211227,0.08402824401855469,0.9615319967269897,0.07175003737211227,0.16672451794147491,0.9007672667503357
india_sport_chess,instruct,plugnplay,retrieval,154,0.15759451687335968,0.19032669067382812,0.9092628359794617,0.15759451687335968,0.13869152963161469,0.9273030757904053,0.15759451687335968,0.12124849110841751,0.7904472351074219
united-states_food_steak,instruct,retrieval,plugnplay,155,0.16551844775676727,0.14248791337013245,0.9806617498397827,0.16551844775676727,0.1554439216852188,0.9446612596511841,0.16551844775676727,0.21273155510425568,0.8172950148582458
brazil_education_universidade-federal-de-são-paulo,instruct,retrieval,plugnplay,156,0.14872373640537262,0.15043357014656067,0.9983591437339783,0.14872373640537262,0.1101800724864006,0.9490567445755005,0.14872373640537262,0.10253628343343735,0.8624297380447388
nigeria_religion_sango,plugnplay,retrieval,instruct,157,0.14607934653759003,0.24389015138149261,0.6924393177032471,0.14607934653759003,0.14468853175640106,0.8473256230354309,0.14607934653759003,0.19949448108673096,0.78432297706604
brazil_houses_palafitas,instruct,retrieval,plugnplay,158,0.1368061900138855,0.14275704324245453,0.9969133138656616,0.1368061900138855,0.1605178415775299,0.934384286403656,0.13680610060691833,0.10827901214361191,0.8675798177719116
turkey_Beverages_Raki,retrieval,instruct,plugnplay,159,0.13100552558898926,0.16818322241306305,0.7939565181732178,0.13100552558898926,0.16793173551559448,0.9618972539901733,0.13100552558898926,0.1604665219783783,0.6694316267967224
turkey_Clothing_Booties,instruct,plugnplay,retrieval,160,0.1303546279668808,0.24140018224716187,0.7492207288742065,0.1303546279668808,,0.8342341780662537,0.1303546279668808,0.19060994684696198,0.7628364562988281
india_visual arts_ajanta-ellora-sculptures,plugnplay,instruct,retrieval,161,0.10820792615413666,0.12272491306066513,0.9954161643981934,0.10820792615413666,0.14336319267749786,0.9486307501792908,0.10820792615413666,0.19949448108673096,0.8379830121994019
nigeria_religion_islam,instruct,plugnplay,retrieval,162,0.10594930499792099,0.10556130111217499,0.9966825246810913,0.10594930499792099,0.1717577874660492,0.9404534101486206,0.10594930499792099,0.09981150180101395,0.7817708253860474
nigeria_flower_yellow-trumpet,instruct,retrieval,plugnplay,163,0.17275874316692352,0.16621986031532288,0.9992952942848206,0.17275874316692352,0.16292233765125275,0.9636048674583435,0.17275874316692352,0.18890970945358276,0.8379501104354858
united-states_clothing_cowboy-boots,instruct,plugnplay,retrieval,164,0.12681949138641357,0.10698574036359787,0.9961496591567993,0.12681949138641357,0.11423511058092117,0.9287978410720825,0.12681949138641357,0.12545594573020935,0.874735951423645
portugal_religion_saint-anthony-of-lisbon,retrieval,plugnplay,instruct,165,0.15079525113105774,0.1590871512889862,0.998761773109436,0.15079525113105774,0.1921284794807434,0.9348478317260742,0.15079525113105774,0.2033168077468872,0.7825063467025757
nigeria_food_nigeria-jollof-rice-and-chicken-meat,plugnplay,retrieval,instruct,166,0.12405797094106674,0.1521042436361313,0.898573637008667,0.12405797094106674,0.12066327780485153,0.9263800978660583,0.12405797094106674,0.1827501654624939,0.7560659050941467
turkey_Visual Arts_Marbling Art,plugnplay,instruct,retrieval,167,0.14604640007019043,0.14813672006130219,0.998113751411438,0.14604640007019043,0.13924896717071533,0.9440566301345825,0.14604640007019043,0.20827482640743256,0.745856761932373
portugal_food_cozido-à-portuguesa,retrieval,instruct,plugnplay,168,0.16868916153907776,0.1696694791316986,0.9782884120941162,0.16868916153907776,0.17515642940998077,0.9584600925445557,0.16868916153907776,0.1904357522726059,0.8726357221603394
united-states_religion_church,retrieval,plugnplay,instruct,169,0.11616761982440948,0.11522218585014343,0.9969410300254822,0.11616761982440948,0.15827660262584686,0.9731826186180115,0.11616761982440948,0.1921539306640625,0.7994751334190369
portugal_bird_house-sparrow,plugnplay,instruct,retrieval,170,0.14326678216457367,0.16175414621829987,0.9592226147651672,0.14326678216457367,0.15134480595588684,0.9696528911590576,0.14326678216457367,0.19428513944149017,0.6934818029403687
turkey_Houses_Waterside Mansion,retrieval,instruct,plugnplay,171,0.112472765147686,0.10494005680084229,0.9907321333885193,0.112472765147686,0.16141025722026825,0.8688477277755737,0.112472765147686,0.1912914216518402,0.8695956468582153
india_vegetable_bhindi,plugnplay,instruct,retrieval,172,0.14681410789489746,0.15062202513217926,0.9991568326950073,0.14681410789489746,0.1623031049966812,0.968795895576477,0.14681410789489746,0.16832342743873596,0.6419943571090698
japan_sport_yakyū-(baseball),retrieval,plugnplay,instruct,173,0.07124341279268265,0.07256385684013367,0.9986171126365662,0.07124341279268265,0.16812825202941895,0.8830131888389587,0.07124341279268265,0.1755927950143814,0.6631084680557251
turkey_Education_Imam Hatip High School,instruct,plugnplay,retrieval,174,0.07591784745454788,0.09217986464500427,0.9846006035804749,0.07591784745454788,0.0756295844912529,0.977092981338501,0.07591784745454788,0.12019872665405273,0.8760732412338257
united-states_music_country,plugnplay,instruct,retrieval,175,0.10669923573732376,0.08828240633010864,0.9974938631057739,0.10669923573732376,0.16152656078338623,0.9332676529884338,0.10669923573732376,0.18266351521015167,0.8519585132598877
portugal_beverages_medronho,plugnplay,retrieval,instruct,176,0.16666282713413239,0.1622791886329651,0.9987040758132935,0.16666282713413239,0.14099261164665222,0.9435901045799255,0.16666282713413239,0.15768106281757355,0.6408849954605103
portugal_agriculture_gorreana-tea-plantation,plugnplay,instruct,retrieval,177,0.15316219627857208,0.15345242619514465,0.996857762336731,0.15316219627857208,0.1601535528898239,0.9268457889556885,0.15316219627857208,0.19574971497058868,0.8176491856575012
japan_utensil_tsuri-kawa-(strap-handle),plugnplay,instruct,retrieval,178,0.14582125842571259,0.14716295897960663,0.9973371028900146,0.14582125842571259,0.1363203525543213,0.8968489170074463,0.14582125842571259,0.14097604155540466,0.6266300678253174
turkey_Celebrations_Eid Ramadan,retrieval,instruct,plugnplay,179,0.10845989733934402,0.10072950273752213,0.9977426528930664,0.10845990478992462,0.13057610392570496,0.9557770490646362,0.10845993459224701,0.17165665328502655,0.881596565246582
turkey_Music_Aşık Veysel,instruct,plugnplay,retrieval,180,0.12465392798185349,0.11244536936283112,0.9971991181373596,0.12465392798185349,0.1648695468902588,0.9552932381629944,0.12465392798185349,0.18028780817985535,0.853787899017334
turkey_Mammal_Angora Rabbit,retrieval,instruct,plugnplay,181,0.11413593590259552,0.1220398098230362,0.9975811243057251,0.11413593590259552,0.14360743761062622,0.9329338669776917,0.11413593590259552,0.19271638989448547,0.6829717755317688
nigeria_flower_calla-lily,retrieval,plugnplay,instruct,182,0.1488228738307953,0.1927160769701004,0.7582406997680664,0.1488228738307953,0.13734637200832367,0.9808698892593384,0.1488228738307953,0.20793350040912628,0.7450544834136963
united-states_clothing_denim-jacket,instruct,retrieval,plugnplay,183,0.17010995745658875,0.19917882978916168,0.9751235246658325,0.17010995745658875,0.18960867822170258,0.9591680765151978,0.17010995745658875,0.16790899634361267,0.7286959886550903
japan_mammal_nihon-nousagi-(japanese-hare),retrieval,plugnplay,instruct,184,0.11057815700769424,0.12834009528160095,0.9495211839675903,0.11057815700769424,0.13582400977611542,0.9175370931625366,0.11057815700769424,0.13291777670383453,0.7505606412887573
nigeria_clothing_senator,instruct,plugnplay,retrieval,185,0.07745200395584106,0.07135485112667084,0.9951359033584595,0.07745200395584106,0.1247323751449585,0.96152663230896,0.07745200395584106,0.1315590739250183,0.892031192779541
turkey_Fruit_Apple,instruct,retrieval,plugnplay,186,0.11433923989534378,0.12687313556671143,0.9933632612228394,0.11433923989534378,0.11547087132930756,0.9557958841323853,0.11433923989534378,0.2015918791294098,0.7227929830551147
brazil_vegetable_mandioca,plugnplay,retrieval,instruct,187,0.14867180585861206,0.1876717209815979,0.8644157648086548,0.14867180585861206,0.13502560555934906,0.9195791482925415,0.14867180585861206,0.20596233010292053,0.8201912641525269
turkey_Clothing_Kaftan,instruct,plugnplay,retrieval,188,0.12765996158123016,0.13561837375164032,0.9748294949531555,0.12765996158123016,0.1263028383255005,0.9253736734390259,0.12765996158123016,0.14958955347537994,0.8338350057601929
india_music_tanpura,instruct,retrieval,plugnplay,189,0.13266611099243164,0.12749865651130676,0.9929068684577942,0.13266611099243164,0.13207291066646576,0.9214695692062378,0.13266611099243164,0.14723749458789825,0.6836392283439636
brazil_celebrations_festa-do-divino,plugnplay,retrieval,instruct,190,0.12956833839416504,0.13794639706611633,0.99894118309021,0.12956833839416504,0.16887912154197693,0.9033637642860413,0.12956833839416504,0.14002873003482819,0.8961919546127319
portugal_vegetable_broad-beans,instruct,retrieval,plugnplay,191,0.13586124777793884,0.17344976961612701,0.9519869089126587,0.13586124777793884,0.1550344079732895,0.9562031030654907,0.13586124777793884,0.2342713326215744,0.6540095806121826
brazil_beverages_chimarrão,retrieval,instruct,plugnplay,192,0.18233664333820343,0.18151718378067017,0.9852343797683716,0.18233664333820343,0.1835489124059677,0.9698938727378845,0.18233664333820343,0.15972213447093964,0.8340360522270203
turkey_Utensil-Tool_Cookstove,retrieval,instruct,plugnplay,193,0.14958009123802185,0.1842256784439087,0.9537723064422607,0.14958009123802185,0.13906492292881012,0.9510419368743896,0.14958009123802185,0.13321861624717712,0.7465277314186096
united-states_fruit_florida-oranges,retrieval,plugnplay,instruct,194,0.12515515089035034,0.1316925585269928,0.9981749653816223,0.12515515089035034,0.15616820752620697,0.9372035264968872,0.12515515089035034,0.1670127958059311,0.7490737438201904
japan_flower_kiku-(chrysanthemum),retrieval,plugnplay,instruct,195,0.14497727155685425,0.1308646947145462,0.9730989336967468,0.14497727155685425,0.13264916837215424,0.9467652440071106,0.14497727155685425,0.1471233069896698,0.715143084526062
brazil_fruit_goiaba,retrieval,plugnplay,instruct,196,0.1703125387430191,0.17241325974464417,0.9979115128517151,0.1703125387430191,0.16594824194908142,0.9619269371032715,0.1703125387430191,0.22734969854354858,0.7079861164093018
india_bird_sparrow,plugnplay,instruct,retrieval,197,0.14664573967456818,0.14373672008514404,0.9976595044136047,0.14664573967456818,0.1414402723312378,0.9045202732086182,0.14664573967456818,0.19092854857444763,0.7196041941642761
india_education_gurukuls,instruct,plugnplay,retrieval,198,0.10753227770328522,0.09642530232667923,0.9976117610931396,0.10753227770328522,0.10511620342731476,0.9562193155288696,0.10753227770328522,0.23647722601890564,0.8968605995178223
india_sport_hockey,retrieval,plugnplay,instruct,199,0.10119639337062836,0.1536359190940857,0.9715732336044312,0.10119639337062836,0.08264705538749695,0.9585932493209839,0.10119639337062836,0.1732676923274994,0.8571865558624268
nigeria_clothing_agbada,instruct,retrieval,plugnplay,200,0.06176676228642464,0.05086411163210869,0.9981133341789246,0.06176676228642464,0.12229849398136139,0.9646536111831665,0.06176676228642464,0.1810922622680664,0.865354061126709
japan_food_ramen,retrieval,plugnplay,instruct,201,0.10115338116884232,0.14432618021965027,0.9614984393119812,0.10115339607000351,0.11971554905176163,0.9427706003189087,0.10115338116884232,0.17598597705364227,0.8454861044883728
turkey_Sports_Greased Wrestling,retrieval,instruct,plugnplay,202,0.13426251709461212,0.14502005279064178,0.9952222108840942,0.13426251709461212,0.15140433609485626,0.9711711406707764,0.13426251709461212,0.193576842546463,0.8525300025939941
india_houses_rural-mud-houses,plugnplay,instruct,retrieval,203,0.08561298251152039,0.09292615950107574,0.9952666759490967,0.08561298251152039,0.07855554670095444,0.9765303134918213,0.08561298251152039,0.08278408646583557,0.9019291400909424
brazil_bird_beija-flor,retrieval,instruct,plugnplay,204,0.16823405027389526,0.1603686809539795,0.9947978258132935,0.16823405027389526,0.1460922509431839,0.9559445381164551,0.16823405027389526,0.13772085309028625,0.7389581799507141
brazil_celebrations_bumba-meu-boi,retrieval,plugnplay,instruct,205,0.15111708641052246,0.22071537375450134,0.9012008905410767,0.15111708641052246,0.1604219377040863,0.9501911401748657,0.15111708641052246,0.18793228268623352,0.8960083723068237
japan_sport_sumo,instruct,plugnplay,retrieval,206,0.11964983493089676,0.11102093756198883,0.9978485107421875,0.11964983493089676,0.17009222507476807,0.9104411005973816,0.11964983493089676,0.1444343775510788,0.8522117137908936
japan_vegetable_shiitake-(mushroom),instruct,plugnplay,retrieval,207,0.10609998553991318,0.11743581295013428,0.9773297309875488,0.10609998553991318,0.126173734664917,0.9194481372833252,0.10609998553991318,0.14281219244003296,0.8016679286956787
portugal_agriculture_cork-oak-plantations,retrieval,plugnplay,instruct,208,0.12719623744487762,0.14422276616096497,0.9930058717727661,0.12719623744487762,0.1239243820309639,0.9447100758552551,0.12719623744487762,0.1713765412569046,0.89351886510849
portugal_clothing_havaianas-(flip-flops),retrieval,instruct,plugnplay,209,0.16362416744232178,0.24719487130641937,0.9437333941459656,0.16362416744232178,0.15290303528308868,0.8812991380691528,0.16362416744232178,0.17708073556423187,0.7285292148590088
nigeria_bird_vulture,plugnplay,instruct,retrieval,210,0.16140569746494293,0.24181261658668518,0.7254784107208252,0.16140569746494293,0.1771434247493744,0.9595997929573059,0.16140569746494293,0.24932552874088287,0.7220067977905273
portugal_bird_rock-dove,instruct,plugnplay,retrieval,211,0.18610522150993347,0.18564504384994507,0.9954832792282104,0.18610522150993347,0.17776088416576385,0.9158487915992737,0.18610522150993347,0.2024896740913391,0.7534503936767578
united-states_clothing_baseball-cap,instruct,plugnplay,retrieval,212,0.1612996906042099,0.23124119639396667,0.8323500752449036,0.1612996906042099,0.09545484185218811,0.9523289203643799,0.1612996906042099,0.16917036473751068,0.7792820930480957
united-states_bird_eagle,instruct,plugnplay,retrieval,213,0.14429616928100586,0.15538479387760162,0.9686388969421387,0.14429616928100586,0.15059690177440643,0.8976770639419556,0.14429616928100586,0.1760767698287964,0.7493003606796265
japan_mammal_tanuki-(raccoon-dog),retrieval,instruct,plugnplay,214,0.16191476583480835,0.1384664922952652,0.9592335224151611,0.16191476583480835,0.1489107608795166,0.8981764316558838,0.16191476583480835,0.1713927686214447,0.6740717887878418
brazil_fruit_cajú,instruct,plugnplay,retrieval,215,0.17397621273994446,0.17554396390914917,0.9989525675773621,0.17397621273994446,0.15696686506271362,0.955955982208252,0.17397621273994446,0.2342713326215744,0.648706316947937
turkey_Houses_Kiosk,plugnplay,retrieval,instruct,216,0.11895842850208282,0.09461745619773865,0.994949221611023,0.11895842850208282,0.17756539583206177,0.8804718852043152,0.11895842850208282,0.1629822701215744,0.8641046285629272
nigeria_music_traditional-drummers,instruct,plugnplay,retrieval,217,0.08800040930509567,0.09545998275279999,0.9872970581054688,0.08800040930509567,0.11030840128660202,0.9758301377296448,0.08800040930509567,0.15032526850700378,0.8881999254226685
united-states_houses_high-rise-apartment,retrieval,instruct,plugnplay,218,0.1370820552110672,0.22154629230499268,0.7647424936294556,0.1370820552110672,0.14023615419864655,0.9492579102516174,0.1370820552110672,0.17166933417320251,0.8072802424430847
nigeria_education_secondary-school-students,plugnplay,retrieval,instruct,219,0.08024723827838898,0.08685944229364395,0.9988566637039185,0.08024723827838898,0.11316393315792084,0.9751523733139038,0.08024723827838898,0.14194868505001068,0.9095579981803894
nigeria_vegetable_ewedu,retrieval,plugnplay,instruct,220,0.13120919466018677,0.1440226435661316,0.9798871278762817,0.13120919466018677,0.1469315141439438,0.9529367089271545,0.13120919466018677,0.14113849401474,0.7380256652832031
japan_beverages_calpis,instruct,plugnplay,retrieval,221,0.148631289601326,0.17761284112930298,0.992892861366272,0.148631289601326,0.155269056558609,0.9592077136039734,0.148631289601326,0.2158312350511551,0.7236350178718567
united-states_utensil-bbq_grill,instruct,plugnplay,retrieval,222,0.14244899153709412,0.15831135213375092,0.9936632513999939,0.14244899153709412,0.1331154853105545,0.9223311543464661,0.14244899153709412,0.22037792205810547,0.7104198932647705
japan_beverages_ramune-(japanese-soda),instruct,plugnplay,retrieval,223,0.14226628839969635,0.1729779690504074,0.9783097505569458,0.14226628839969635,0.1311843991279602,0.8968378305435181,0.14226628839969635,0.11655904352664948,0.7275755405426025
india_music_flute,plugnplay,instruct,retrieval,224,0.09604815393686295,0.09241573512554169,0.993836522102356,0.09604815393686295,0.10605993866920471,0.8749204874038696,0.09604815393686295,0.22647592425346375,0.5745691061019897
united-states_beverages_beer,instruct,plugnplay,retrieval,225,0.12458226829767227,0.19390791654586792,0.9673174023628235,0.12458226829767227,0.1395612210035324,0.9185189604759216,0.12458226829767227,0.17455650866031647,0.7282252311706543
japan_music_idol,plugnplay,instruct,retrieval,226,0.11136826872825623,0.10950338840484619,0.9986208081245422,0.11136826872825623,0.1601489782333374,0.9828165173530579,0.11136826872825623,0.14979201555252075,0.9059361219406128
india_clothing_salwar-kameez,retrieval,instruct,plugnplay,227,0.08723609894514084,0.10043070465326309,0.9642741680145264,0.08723609894514084,0.09875211119651794,0.9051091074943542,0.08723609894514084,0.21056228876113892,0.6983014941215515
united-states_utensil_cookie-cutter,instruct,plugnplay,retrieval,228,0.12270054221153259,0.17394393682479858,0.8516525030136108,0.12270054221153259,0.12215942144393921,0.9455784559249878,0.12270054221153259,0.1059974655508995,0.869449257850647
brazil_agriculture_soja,retrieval,instruct,plugnplay,229,0.1848987489938736,0.18060527741909027,0.9416355490684509,0.1848987489938736,0.20784489810466766,0.8895493745803833,0.1848987489938736,0.13790130615234375,0.7335584759712219
portugal_mammal_arouquesa-bull,plugnplay,retrieval,instruct,230,0.13893455266952515,0.1378617137670517,0.9523571729660034,0.13893455266952515,0.17995131015777588,0.95465087890625,0.13893455266952515,0.1713765412569046,0.8359193205833435
india_flower_hibiscus,retrieval,instruct,plugnplay,231,0.1596290022134781,0.16229328513145447,0.992986798286438,0.1596289873123169,0.13948659598827362,0.9383057951927185,0.1596290022134781,0.10823969542980194,0.7602136135101318
japan_music_visual-kei-(music-genre),instruct,retrieval,plugnplay,232,0.15789012610912323,0.1565571129322052,0.998672366142273,0.15789012610912323,0.143995001912117,0.9673795700073242,0.15789012610912323,0.1899363398551941,0.922966718673706
turkey_Mammal_Anatolian Shepherd Dog,instruct,plugnplay,retrieval,233,0.11373928934335709,0.13304591178894043,0.9668439626693726,0.11373928934335709,0.17306466400623322,0.9022960066795349,0.11373928934335709,0.18039590120315552,0.8439768552780151
brazil_music_bumba-meu-boi,instruct,retrieval,plugnplay,234,0.1716235727071762,0.19597133994102478,0.9760311245918274,0.1716235727071762,0.17262692749500275,0.9539413452148438,0.1716235727071762,0.19006848335266113,0.8623770475387573
turkey_Bird_Pigeon,retrieval,plugnplay,instruct,235,0.16925816237926483,0.18415674567222595,0.9561461210250854,0.16925816237926483,0.14800207316875458,0.789168119430542,0.16925816237926483,0.22444677352905273,0.7135540246963501
japan_bird_tsubame-(swallow),retrieval,plugnplay,instruct,236,0.13654516637325287,0.24460893869400024,0.8187204599380493,0.13654516637325287,0.1565116047859192,0.9315959215164185,0.13654516637325287,0.1703280210494995,0.7093903422355652
portugal_beverages_poncha-da-madeira,retrieval,plugnplay,instruct,237,0.11504901200532913,0.13175182044506073,0.969516396522522,0.11504901200532913,0.13788782060146332,0.9220268726348877,0.11504901200532913,0.17418162524700165,0.8049976229667664
japan_flower_fuji-(wisteria),instruct,plugnplay,retrieval,238,0.12359298765659332,0.13968905806541443,0.9950266480445862,0.12359298765659332,0.17997358739376068,0.9093728065490723,0.12359298765659332,0.1236506849527359,0.8368633389472961
turkey_Agriculture_Wheat Farming,plugnplay,retrieval,instruct,239,0.1340809017419815,0.16327106952667236,0.976855993270874,0.1340809017419815,0.1574072241783142,0.9284458756446838,0.1340809017419815,0.13418656587600708,0.8696498870849609
portugal_houses_palheiros-da-costa-nova,instruct,plugnplay,retrieval,240,0.16673661768436432,0.15516014397144318,0.9960467219352722,0.16673661768436432,0.18976043164730072,0.9802059531211853,0.16673661768436432,0.1990583837032318,0.8975472450256348
united-states_utensil_fork,instruct,plugnplay,retrieval,241,0.19798849523067474,0.17128266394138336,0.8146289587020874,0.19798849523067474,0.17911097407341003,0.8996424674987793,0.19798849523067474,0.14611440896987915,0.6724686026573181
brazil_music_samba,plugnplay,instruct,retrieval,242,0.17360883951187134,0.17530429363250732,0.9955579042434692,0.17360883951187134,0.19431675970554352,0.9691092371940613,0.17360883951187134,0.18881374597549438,0.9082841277122498
nigeria_beverages_gulder,retrieval,plugnplay,instruct,243,0.1070774719119072,0.10170786082744598,0.99822998046875,0.1070774719119072,0.14993040263652802,0.9698512554168701,0.1070774719119072,0.15431755781173706,0.6728465557098389
